node1,node2,similarity,distance
Linguistic typology,structures,-0.3541,1.6457
Linguistic typology,human language,-0.016,1.4255
Linguistic typology,universal,-0.3042,1.615
Linguistic typology,frequent,0.0877,1.3508
human language,structures,-0.0914,1.4775
structures,universal,-0.0655,1.4598
frequent,structures,0.3574,1.1337
human language,universal,-0.0114,1.4222
frequent,human language,0.6128,0.88
frequent,universal,0.3467,1.143
Linguistic typology,vowels,-0.2665,1.5915
structures,vowels,0.0758,1.3595
human language,vowels,-0.2216,1.563
universal,vowels,0.9622,0.2748
frequent,vowels,0.2867,1.1944
probabilistic,universal,0.9673,0.2559
phonological typology,universal,-0.228,1.5672
natural vowel inventory,universal,0.3963,1.0989
frequent,probabilistic,0.3961,1.099
frequent,phonological typology,-0.0176,1.4266
frequent,natural vowel inventory,0.8137,0.6104
probabilistic,vowels,0.9388,0.3497
phonological typology,vowels,-0.1069,1.4879
natural vowel inventory,vowels,0.2155,1.2526
phonological typology,probabilistic,-0.1828,1.538
natural vowel inventory,probabilistic,0.4035,1.0923
natural vowel inventory,phonological typology,-0.4495,1.7026
stochastic point processes,vowels,-0.2504,1.5814
probabilistic,stochastic point processes,-0.2213,1.5629
phonological typology,stochastic point processes,-0.3203,1.625
natural vowel inventory,stochastic point processes,-0.2857,1.6035
