node1,node2,similarity,distance
strategy-proof,voting rules,-0.2639,1.5899
randomized voting rules,voting rules,-0.1614,1.5241
deterministic voting rule,voting rules,-0.0291,1.4346
Gibbard-Satterthwaite Theorem,voting rules,0.2904,1.1913
randomized voting rules,strategy-proof,0.0887,1.3501
deterministic voting rule,strategy-proof,-0.258,1.5862
Gibbard-Satterthwaite Theorem,strategy-proof,0.2968,1.1859
deterministic voting rule,randomized voting rules,-0.0325,1.437
Gibbard-Satterthwaite Theorem,randomized voting rules,0.2018,1.2635
Gibbard-Satterthwaite Theorem,deterministic voting rule,-0.0096,1.421
