node1,node2,similarity,distance
Intrinsic image decomposition,reflectance,0.1062,1.337
Intrinsic image decomposition,shading,0.116,1.3297
reflectance,shading,0.8196,0.6006
Intrinsic image decomposition,depth sensing,-0.0893,1.476
Intrinsic image decomposition,scene intrinsics,0.0803,1.3563
depth sensing,reflectance,-0.2754,1.5972
reflectance,scene intrinsics,-0.2411,1.5755
depth sensing,shading,-0.1486,1.5157
scene intrinsics,shading,-0.1339,1.5059
depth sensing,scene intrinsics,0.9391,0.3489
monocular appearance,reflectance,0.4707,1.0288
monocular appearance,shading,-0.0983,1.4821
depth sensing,monocular appearance,-0.1782,1.535
monocular appearance,scene intrinsics,-0.122,1.498
depth sensing,fully convolutional network,-0.1454,1.5135
fully convolutional network,scene intrinsics,-0.1041,1.486
fully convolutional network,monocular appearance,-0.0879,1.475
monocular appearance,statistical priors,-0.3168,1.6229
monocular appearance,random field regularization,-0.2269,1.5664
fully convolutional network,statistical priors,0.2352,1.2368
fully convolutional network,random field regularization,0.9344,0.3622
random field regularization,statistical priors,0.2173,1.2512
